date,item,is_weekend,is_exam,is_festival,temperature,rainfall,units_sold
2024-01-12,Chai,False,False,False,31.2,3.5,220
2024-01-12,Sandwich,False,False,False,31.2,3.5,86
2024-01-12,Dosa,False,False,False,31.2,3.5,68
2024-01-12,Biryani,False,False,False,31.2,3.5,64
2024-01-13,Samosa,True,False,False,35.3,0.0,114
2024-01-13,Chai,True,False,False,35.3,0.0,179
2024-01-13,Sandwich,True,False,False,35.3,0.0,60
2024-01-13,Dosa,True,False,False,35.3,0.0,52
2024-01-13,Biryani,True,False,False,35.3,0.0,23
2024-01-14,Samosa,True,False,False,26.9,5.4,87
2024-01-14,Chai,True,False,False,26.9,5.4,184
2024-01-14,Sandwich,True,False,False,26.9,5.4,58
2024-01-14,Dosa,True,False,False,26.9,5.4,32
2024-01-14,Biryani,True,False,False,26.9,5.4,19
2024-01-15,Samosa,False,False,False,17.8,4.0,125
2024-01-15,Chai,False,False,False,17.8,4.0,192
2024-01-15,Sandwich,False,False,False,17.8,4.0,89
2024-01-15,Dosa,False,False,False,17.8,4.0,69
2024-01-15,Biryani,False,False,False,17.8,4.0,52
2024-01-16,Samosa,False,False,False,28.9,5.2,120
2024-01-16,Chai,False,False,False,28.9,5.2,191
2024-01-16,Sandwich,False,False,False,28.9,5.2,99
2024-01-16,Dosa,False,False,False,28.9,5.2,42
2024-01-16,Biryani,False,False,False,28.9,5.2,62
2024-01-17,Samosa,False,False,False,32.2,0.0,142
2024-01-17,Chai,False,False,False,32.2,0.0,211
2024-01-17,Sandwich,False,False,False,32.2,0.0,97
2024-01-17,Dosa,False,False,False,32.2,0.0,80
2024-01-17,Biryani,False,False,False,32.2,0.0,49
2024-01-18,Samosa,False,False,False,,0.0,129
2024-01-18,Chai,False,False,False,42.2,0.0,245
2024-01-18,Sandwich,False,False,False,42.2,0.0,82
2024-01-18,Dosa,False,False,False,42.2,0.0,49
2024-01-18,Biryani,False,False,False,42.2,0.0,47
2024-01-19,Samosa,False,False,False,31.2,0.0,127
2024-01-19,Chai,False,False,False,31.2,0.0,206
2024-01-19,Sandwich,False,False,False,31.2,0.0,81
2024-01-19,Dosa,False,False,False,31.2,0.0,72
2024-01-19,Biryani,False,False,False,31.2,0.0,56
2024-01-20,Samosa,True,False,False,29.1,1.6,99
2024-01-20,Chai,True,False,False,29.1,1.6,177
2024-01-20,Sandwich,True,False,False,29.1,1.6,49
2024-01-20,Dosa,True,False,False,29.1,1.6,43
2024-01-20,Biryani,True,False,False,29.1,1.6,23
2024-01-21,Samosa,True,False,False,19.5,9.1,84
2024-01-21,Chai,True,False,False,19.5,9.1,159
2024-01-21,Sandwich,True,False,False,19.5,9.1,50
2024-01-21,Dosa,True,False,False,19.5,9.1,27
2024-01-21,Biryani,True,False,False,19.5,9.1,38
2024-01-22,Samosa,False,False,False,19.3,0.0,116
2024-01-22,Chai,False,False,False,19.3,0.0,199
2024-01-22,Sandwich,False,False,False,19.3,0.0,84
2024-01-22,Dosa,False,False,False,19.3,0.0,55
2024-01-22,Biryani,False,False,False,19.3,0.0,41
2024-01-23,Samosa,False,False,False,27.0,6.4,133
2024-01-23,Chai,False,False,False,27.0,6.4,198
2024-01-23,Sandwich,False,False,False,27.0,6.4,-74
2024-01-23,Dosa,False,False,False,27.0,6.4,51
2024-01-23,Biryani,False,False,False,27.0,6.4,52
2024-01-24,Samosa,False,True,False,,7.3,147
2024-01-24,Chai,False,True,False,24.6,7.3,225
2024-01-24,Sandwich,False,True,False,24.6,7.3,101
2024-01-24,Dosa,False,True,False,24.6,7.3,100
2024-01-24,Biryani,False,True,False,24.6,7.3,83
2024-01-25,Samosa,False,False,False,34.3,12.5,145
2024-01-25,Chai,False,False,False,34.3,12.5,230
2024-01-25,Sandwich,False,False,False,34.3,12.5,72
2024-01-25,Dosa,False,False,False,34.3,12.5,38
2024-01-25,Biryani,False,False,False,34.3,12.5,54
2024-01-26,Samosa,False,False,False,32.1,4.1,139
2024-01-26,Chai,False,False,False,32.1,4.1,218
2024-01-26,Sandwich,False,False,False,32.1,4.1,61
2024-01-26,Dosa,False,False,False,32.1,4.1,58
2024-01-26,Biryani,False,False,False,32.1,4.1,49
2024-01-27,Samosa,True,False,False,28.7,3.5,103
2024-01-27,Chai,True,False,False,28.7,3.5,179
2024-01-27,Sandwich,True,False,False,28.7,3.5,46
2024-01-27,Dosa,True,False,False,28.7,3.5,41
2024-01-27,Biryani,True,False,False,28.7,3.5,31
2024-01-28,Samosa,True,False,False,44.6,0.6,110
2024-01-28,Chai,True,False,False,44.6,0.6,219
2024-01-28,Sandwich,True,False,False,44.6,0.6,53
2024-01-28,Dosa,True,False,False,44.6,0.6,30
2024-01-28,Biryani,True,False,False,44.6,0.6,37
2024-01-29,Samosa,False,False,False,22.7,3.5,149
2024-01-29,Chai,False,False,False,22.7,3.5,185
2024-01-29,Sandwich,False,False,False,,3.5,69
2024-01-29,Dosa,False,False,False,22.7,3.5,64
2024-01-29,Biryani,False,False,False,22.7,3.5,50
2024-01-30,Samosa,False,False,False,20.4,0.0,136
2024-01-30,Chai,False,False,False,20.4,0.0,194
2024-01-30,Sandwich,False,False,False,20.4,0.0,82
2024-01-30,Dosa,False,False,False,20.4,0.0,85
2024-01-30,Biryani,False,False,False,20.4,0.0,52
2024-01-31,Samosa,False,False,False,29.8,7.4,134
2024-01-31,Chai,False,False,False,29.8,7.4,232
2024-01-31,Sandwich,False,False,False,29.8,7.4,70
2024-01-31,Dosa,False,False,False,29.8,7.4,59
2024-01-31,Biryani,False,False,False,29.8,7.4,50
2024-02-01,Samosa,False,False,False,24.0,0.4,123
2024-02-01,Chai,False,False,False,24.0,0.4,206
2024-02-01,Sandwich,False,False,False,24.0,0.4,99
2024-02-01,Dosa,False,False,False,24.0,0.4,69
2024-02-01,Biryani,False,False,False,24.0,0.4,56
2024-02-02,Samosa,False,False,False,25.1,0.1,106
2024-02-02,Chai,False,False,False,25.1,0.1,221
2024-02-02,Sandwich,False,False,False,25.1,0.1,90
2024-02-02,Dosa,False,False,False,25.1,0.1,67
2024-02-02,Biryani,False,False,False,25.1,0.1,37
2024-02-03,Samosa,True,False,True,38.7,3.9,153
2024-02-03,Chai,True,False,True,38.7,3.9,234
2024-02-03,Sandwich,True,False,True,38.7,3.9,108
2024-02-03,Dosa,True,False,True,38.7,3.9,77
2024-02-03,Biryani,True,False,True,38.7,3.9,78
2024-02-04,Samosa,True,True,False,18.7,0.4,135
2024-02-04,Chai,True,True,False,,0.4,203
2024-02-04,Sandwich,True,True,False,18.7,0.4,87
2024-02-04,Dosa,True,True,False,18.7,0.4,96
2024-02-04,Biryani,True,True,False,18.7,0.4,33
2024-02-05,Samosa,False,False,False,27.4,2.9,112
2024-02-05,Chai,False,False,False,27.4,2.9,212
2024-02-05,Sandwich,False,False,False,27.4,2.9,79
2024-02-05,Dosa,False,False,False,27.4,2.9,66
2024-02-05,Biryani,False,False,False,27.4,2.9,60
2024-02-06,Samosa,False,False,False,27.8,0.6,139
2024-02-06,Chai,False,False,False,27.8,0.6,209
2024-02-06,Sandwich,False,False,False,27.8,0.6,82
2024-02-06,Dosa,False,False,False,27.8,0.6,59
2024-02-06,Biryani,False,False,False,27.8,0.6,60
2024-02-07,Samosa,False,True,False,33.7,5.6,156
2024-02-07,Chai,False,True,False,33.7,5.6,236
2024-02-07,Sandwich,False,True,False,33.7,5.6,100
2024-02-07,Dosa,False,True,False,33.7,5.6,103
2024-02-07,Biryani,False,True,False,33.7,5.6,77
2024-02-08,Samosa,False,False,False,29.1,3.4,131
2024-02-08,Chai,False,False,False,29.1,3.4,211
2024-02-08,Sandwich,False,False,False,29.1,3.4,82
2024-02-08,Dosa,False,False,False,29.1,3.4,66
2024-02-08,Biryani,False,False,False,,3.4,64
2024-02-09,Samosa,False,False,False,27.9,3.3,136
2024-02-09,Chai,False,False,False,27.9,3.3,216
2024-02-09,Sandwich,False,False,False,27.9,3.3,82
2024-02-09,Dosa,False,False,False,27.9,3.3,53
2024-02-09,Biryani,False,False,False,27.9,3.3,50
2024-02-10,Samosa,True,False,True,22.9,4.1,149
2024-02-10,Chai,True,False,True,22.9,4.1,208
2024-02-10,Sandwich,True,False,True,22.9,4.1,93
2024-02-10,Dosa,True,False,True,22.9,4.1,92
2024-02-10,Biryani,True,False,True,22.9,4.1,61
2024-02-11,Samosa,True,False,False,,0.0,105
2024-02-11,Chai,True,False,False,25.3,0.0,189
2024-02-11,Sandwich,True,False,False,25.3,0.0,-86
2024-02-11,Dosa,True,False,False,25.3,0.0,58
2024-02-11,Biryani,True,False,False,25.3,0.0,28
2024-02-12,Samosa,False,False,False,34.0,7.4,133
2024-02-12,Chai,False,False,False,34.0,7.4,217
2024-02-12,Sandwich,False,False,False,34.0,7.4,100
2024-02-12,Dosa,False,False,False,34.0,7.4,69
2024-02-12,Biryani,False,False,False,34.0,7.4,38
2024-02-13,Samosa,False,False,False,20.4,5.0,119
2024-02-13,Chai,False,False,False,20.4,5.0,192
2024-02-13,Sandwich,False,False,False,20.4,5.0,81
2024-02-13,Dosa,False,False,False,20.4,5.0,46
2024-02-13,Biryani,False,False,False,20.4,5.0,52
2024-02-14,Samosa,False,True,False,22.6,0.0,173
2024-02-14,Chai,False,True,False,22.6,0.0,214
2024-02-14,Sandwich,False,True,False,22.6,0.0,121
2024-02-14,Dosa,False,True,False,22.6,0.0,88
2024-02-14,Biryani,False,True,False,22.6,0.0,91
2024-02-15,Samosa,False,False,True,27.4,11.3,167
2024-02-15,Chai,False,False,True,27.4,11.3,251
2024-02-15,Sandwich,False,False,True,27.4,11.3,103
2024-02-15,Dosa,False,False,True,27.4,11.3,98
2024-02-15,Biryani,False,False,True,27.4,11.3,73
2024-02-16,Samosa,False,False,False,30.4,0.0,133
2024-02-16,Chai,False,False,False,30.4,0.0,219
2024-02-16,Sandwich,False,False,False,30.4,0.0,79
2024-02-16,Dosa,False,False,False,30.4,0.0,70
2024-02-16,Biryani,False,False,False,30.4,0.0,51
2024-02-17,Samosa,True,False,True,21.8,0.8,164
2024-02-17,Chai,True,False,True,,0.8,213
2024-02-17,Sandwich,True,False,True,21.8,0.8,94
2024-02-17,Dosa,True,False,True,21.8,0.8,87
2024-02-17,Biryani,True,False,True,21.8,0.8,52
2024-02-18,Samosa,True,False,False,26.8,0.0,-115
2024-02-18,Chai,True,False,False,26.8,0.0,197
2024-02-18,Sandwich,True,False,False,26.8,0.0,76
2024-02-18,Dosa,True,False,False,26.8,0.0,49
2024-02-18,Biryani,True,False,False,,0.0,15
2024-02-19,Samosa,False,False,False,35.5,0.0,128
2024-02-19,Chai,False,False,False,35.5,0.0,227
2024-02-19,Sandwich,False,False,False,35.5,0.0,94
2024-02-19,Dosa,False,False,False,35.5,0.0,52
2024-02-19,Biryani,False,False,False,35.5,0.0,41
2024-02-20,Samosa,False,True,False,23.5,1.5,158
2024-02-20,Chai,False,True,False,23.5,1.5,231
2024-02-20,Sandwich,False,True,False,23.5,1.5,109
2024-02-20,Dosa,False,True,False,23.5,1.5,89
2024-02-20,Biryani,False,True,False,23.5,1.5,79
2024-02-21,Samosa,False,False,False,,0.0,127
2024-02-21,Chai,False,False,False,27.6,0.0,224
2024-02-21,Sandwich,False,False,False,27.6,0.0,78
2024-02-21,Dosa,False,False,False,27.6,0.0,54
2024-02-21,Biryani,False,False,False,27.6,0.0,66
2024-02-22,Samosa,False,False,False,38.0,0.0,123
2024-02-22,Chai,False,False,False,38.0,0.0,231
2024-02-22,Sandwich,False,False,False,38.0,0.0,88
2024-02-22,Dosa,False,False,False,38.0,0.0,73
2024-02-22,Biryani,False,False,False,38.0,0.0,46
2024-02-23,Samosa,False,False,False,23.3,0.0,123
2024-02-23,Chai,False,False,False,23.3,0.0,186
2024-02-23,Sandwich,False,False,False,23.3,0.0,93
2024-02-23,Dosa,False,False,False,23.3,0.0,71
2024-02-23,Biryani,False,False,False,23.3,0.0,46
2024-02-24,Samosa,True,False,True,,7.5,133
2024-02-24,Chai,True,False,True,24.6,7.5,206
2024-02-24,Sandwich,True,False,True,24.6,7.5,111
2024-02-24,Dosa,True,False,True,24.6,7.5,55
2024-02-24,Biryani,True,False,True,24.6,7.5,53
2024-02-25,Samosa,True,False,False,30.5,3.3,103
2024-02-25,Chai,True,False,False,30.5,3.3,184
2024-02-25,Sandwich,True,False,False,30.5,3.3,-51
2024-02-25,Dosa,True,False,False,30.5,3.3,52
2024-02-25,Biryani,True,False,False,30.5,3.3,22
2024-02-26,Samosa,False,False,False,26.3,2.2,134
2024-02-26,Chai,False,False,False,26.3,2.2,193
2024-02-26,Sandwich,False,False,False,26.3,2.2,90
2024-02-26,Dosa,False,False,False,26.3,2.2,71
2024-02-26,Biryani,False,False,False,26.3,2.2,38
2024-02-27,Samosa,False,False,False,19.7,0.0,126
2024-02-27,Chai,False,False,False,19.7,0.0,180
2024-02-27,Sandwich,False,False,False,19.7,0.0,90
2024-02-27,Dosa,False,False,False,19.7,0.0,62
2024-02-27,Biryani,False,False,False,19.7,0.0,51
2024-02-28,Samosa,False,False,False,32.4,6.6,124
2024-02-28,Chai,False,False,False,32.4,6.6,201
2024-02-28,Sandwich,False,False,False,32.4,6.6,77
2024-02-28,Dosa,False,False,False,32.4,6.6,54
2024-02-28,Biryani,False,False,False,32.4,6.6,48
2024-02-29,Samosa,False,False,False,28.7,4.6,138
2024-02-29,Chai,False,False,False,28.7,4.6,210
2024-02-29,Sandwich,False,False,False,28.7,4.6,80
2024-02-29,Dosa,False,False,False,28.7,4.6,54
2024-02-29,Biryani,False,False,False,28.7,4.6,-67
2024-03-01,Samosa,False,False,False,25.9,1.8,128
2024-03-01,Chai,False,False,False,25.9,1.8,202
2024-03-01,Sandwich,False,False,False,25.9,1.8,103
2024-03-01,Dosa,False,False,False,25.9,1.8,81
2024-03-01,Biryani,False,False,False,25.9,1.8,38
2024-03-02,Samosa,True,False,False,28.2,7.5,101
2024-03-02,Chai,True,False,False,28.2,7.5,193
2024-03-02,Sandwich,True,False,False,28.2,7.5,50
2024-03-02,Dosa,True,False,False,28.2,7.5,32
2024-03-02,Biryani,True,False,False,28.2,7.5,14
2024-03-03,Samosa,True,True,False,22.3,1.4,130
2024-03-03,Chai,True,True,False,22.3,1.4,222
2024-03-03,Sandwich,True,True,False,22.3,1.4,103
2024-03-03,Dosa,True,True,False,22.3,1.4,61
2024-03-03,Biryani,True,True,False,22.3,1.4,46
2024-03-04,Samosa,False,False,False,,1.6,117
2024-03-04,Chai,False,False,False,21.2,1.6,194
2024-03-04,Sandwich,False,False,False,21.2,1.6,88
2024-03-04,Dosa,False,False,False,21.2,1.6,60
2024-03-04,Biryani,False,False,False,21.2,1.6,41
2024-03-05,Samosa,False,False,False,38.3,0.0,128
2024-03-05,Chai,False,False,False,38.3,0.0,213
2024-03-05,Sandwich,False,False,False,38.3,0.0,97
2024-03-05,Dosa,False,False,False,38.3,0.0,72
2024-03-05,Biryani,False,False,False,38.3,0.0,61
2024-03-06,Samosa,False,False,False,25.1,6.2,135
2024-03-06,Chai,False,False,False,25.1,6.2,205
2024-03-06,Sandwich,False,False,False,,6.2,85
2024-03-06,Dosa,False,False,False,25.1,6.2,40
2024-03-06,Biryani,False,False,False,25.1,6.2,51
2024-03-07,Samosa,False,True,False,29.9,0.1,155
2024-03-07,Chai,False,True,False,29.9,0.1,248
2024-03-07,Sandwich,False,True,False,29.9,0.1,113
2024-03-07,Dosa,False,True,False,29.9,0.1,103
2024-03-07,Biryani,False,True,False,29.9,0.1,81
2024-03-08,Samosa,False,False,False,21.1,12.1,116
2024-03-08,Chai,False,False,False,21.1,12.1,200
2024-03-08,Sandwich,False,False,False,21.1,12.1,72
2024-03-08,Dosa,False,False,False,21.1,12.1,61
2024-03-08,Biryani,False,False,False,21.1,12.1,52
2024-03-09,Samosa,True,False,False,18.8,6.0,101
2024-03-09,Chai,True,False,False,18.8,6.0,182
2024-03-09,Sandwich,True,False,False,18.8,6.0,69
2024-03-09,Dosa,True,False,False,18.8,6.0,47
2024-03-09,Biryani,True,False,False,18.8,6.0,11
2024-03-10,Samosa,True,False,False,26.4,0.0,107
2024-03-10,Chai,True,False,False,26.4,0.0,173
2024-03-10,Sandwich,True,False,False,26.4,0.0,67
2024-03-10,Dosa,True,False,False,26.4,0.0,35
2024-03-10,Biryani,True,False,False,26.4,0.0,40
2024-03-11,Samosa,False,False,False,32.6,0.0,125
2024-03-11,Chai,False,False,False,32.6,0.0,217
2024-03-11,Sandwich,False,False,False,32.6,0.0,79
2024-03-11,Dosa,False,False,False,32.6,0.0,59
2024-03-11,Biryani,False,False,False,32.6,0.0,60
2024-03-12,Samosa,False,False,False,38.3,3.4,127
2024-03-12,Chai,False,False,False,38.3,3.4,230
2024-03-12,Sandwich,False,False,False,38.3,3.4,93
2024-03-12,Dosa,False,False,False,38.3,3.4,68
2024-03-12,Biryani,False,False,False,38.3,3.4,30
2024-03-13,Samosa,False,False,False,,0.0,122
2024-03-13,Chai,False,False,False,25.3,0.0,217
2024-03-13,Sandwich,False,False,False,25.3,0.0,77
2024-03-13,Dosa,False,False,False,25.3,0.0,75
2024-03-13,Biryani,False,False,False,25.3,0.0,53
2024-03-14,Samosa,False,False,False,33.2,0.0,-123
2024-03-14,Chai,False,False,False,33.2,0.0,235
2024-03-14,Sandwich,False,False,False,33.2,0.0,103
2024-03-14,Dosa,False,False,False,33.2,0.0,65
2024-03-14,Biryani,False,False,False,33.2,0.0,-54
2024-03-15,Samosa,False,False,False,25.6,0.0,132
2024-03-15,Chai,False,False,False,25.6,0.0,198
2024-03-15,Sandwich,False,False,False,25.6,0.0,99
2024-03-15,Dosa,False,False,False,25.6,0.0,68
2024-03-15,Biryani,False,False,False,25.6,0.0,49
2024-03-16,Samosa,True,False,True,26.5,0.0,153
2024-03-16,Chai,True,False,True,26.5,0.0,220
2024-03-16,Sandwich,True,False,True,26.5,0.0,112
2024-03-16,Dosa,True,False,True,26.5,0.0,82
2024-03-16,Biryani,True,False,True,26.5,0.0,70
2024-03-17,Samosa,True,False,False,12.4,4.4,89
2024-03-17,Chai,True,False,False,12.4,4.4,151
2024-03-17,Sandwich,True,False,False,12.4,4.4,46
2024-03-17,Dosa,True,False,False,12.4,4.4,13
2024-03-17,Biryani,True,False,False,12.4,4.4,41
2024-03-18,Samosa,False,False,False,21.1,0.0,125
2024-03-18,Chai,False,False,False,21.1,0.0,198
2024-03-18,Sandwich,False,False,False,21.1,0.0,92
2024-03-18,Dosa,False,False,False,21.1,0.0,86
2024-03-18,Biryani,False,False,False,21.1,0.0,-56
2024-03-19,Samosa,False,False,False,29.9,0.0,148
2024-03-19,Chai,False,False,False,29.9,0.0,215
2024-03-19,Sandwich,False,False,False,29.9,0.0,75
2024-03-19,Dosa,False,False,False,29.9,0.0,89
2024-03-19,Biryani,False,False,False,29.9,0.0,67
2024-03-20,Samosa,False,True,False,30.1,3.7,166
2024-03-20,Chai,False,True,False,30.1,3.7,250
2024-03-20,Sandwich,False,True,False,30.1,3.7,82
2024-03-20,Dosa,False,True,False,30.1,3.7,80
2024-03-20,Biryani,False,True,False,30.1,3.7,83
2024-03-21,Samosa,False,False,False,21.6,9.2,127
2024-03-21,Chai,False,False,False,21.6,9.2,190
2024-03-21,Sandwich,False,False,False,21.6,9.2,74
2024-03-21,Dosa,False,False,False,21.6,9.2,57
2024-03-21,Biryani,False,False,False,21.6,9.2,-66
2024-03-22,Samosa,False,True,False,16.6,8.5,161
2024-03-22,Chai,False,True,False,16.6,8.5,216
2024-03-22,Sandwich,False,True,False,16.6,8.5,103
2024-03-22,Dosa,False,True,False,16.6,8.5,81
2024-03-22,Biryani,False,True,False,16.6,8.5,77
2024-03-23,Samosa,True,False,False,27.3,6.8,112
2024-03-23,Chai,True,False,False,27.3,6.8,178
2024-03-23,Sandwich,True,False,False,27.3,6.8,44
2024-03-23,Dosa,True,False,False,27.3,6.8,48
2024-03-23,Biryani,True,False,False,27.3,6.8,50
2024-03-24,Samosa,True,False,False,27.8,15.3,104
2024-03-24,Chai,True,False,False,27.8,15.3,186
2024-03-24,Sandwich,True,False,False,27.8,15.3,36
2024-03-24,Dosa,True,False,False,27.8,15.3,17
2024-03-24,Biryani,True,False,False,27.8,15.3,40
2024-03-25,Samosa,False,False,False,36.8,3.8,119
2024-03-25,Chai,False,False,False,36.8,3.8,227
2024-03-25,Sandwich,False,False,False,36.8,3.8,64
2024-03-25,Dosa,False,False,False,36.8,3.8,60
2024-03-25,Biryani,False,False,False,36.8,3.8,54
2024-03-26,Samosa,False,True,False,24.8,3.5,176
2024-03-26,Chai,False,True,False,24.8,3.5,212
2024-03-26,Sandwich,False,True,False,24.8,3.5,103
2024-03-26,Dosa,False,True,False,24.8,3.5,82
2024-03-26,Biryani,False,True,False,24.8,3.5,86
2024-03-27,Samosa,False,False,False,17.9,6.1,124
2024-03-27,Chai,False,False,False,17.9,6.1,182
2024-03-27,Sandwich,False,False,False,17.9,6.1,84
2024-03-27,Dosa,False,False,False,17.9,6.1,57
2024-03-27,Biryani,False,False,False,17.9,6.1,37
2024-03-28,Samosa,False,False,False,29.9,3.6,126
2024-03-28,Chai,False,False,False,29.9,3.6,204
2024-03-28,Sandwich,False,False,False,29.9,3.6,99
2024-03-28,Dosa,False,False,False,29.9,3.6,70
2024-03-28,Biryani,False,False,False,29.9,3.6,43
2024-03-29,Samosa,False,False,False,26.3,1.7,134
2024-03-29,Chai,False,False,False,26.3,1.7,203
2024-03-29,Sandwich,False,False,False,26.3,1.7,68
2024-03-29,Dosa,False,False,False,26.3,1.7,57
2024-03-29,Biryani,False,False,False,26.3,1.7,61
2024-03-30,Samosa,True,False,False,22.1,3.8,112
2024-03-30,Chai,True,False,False,22.1,3.8,187
2024-03-30,Sandwich,True,False,False,22.1,3.8,55
2024-03-30,Dosa,True,False,False,22.1,3.8,41
2024-03-30,Biryani,True,False,False,22.1,3.8,10
2024-03-31,Samosa,True,True,False,23.6,0.8,129
2024-03-31,Chai,True,True,False,23.6,0.8,200
2024-03-31,Sandwich,True,True,False,23.6,0.8,62
2024-03-31,Dosa,True,True,False,23.6,0.8,90
2024-03-31,Biryani,True,True,False,23.6,0.8,57
2024-04-01,Samosa,False,False,False,27.1,3.6,135
2024-04-01,Chai,False,False,False,27.1,3.6,201
2024-04-01,Sandwich,False,False,False,27.1,3.6,82
2024-04-01,Dosa,False,False,False,27.1,3.6,49
2024-04-01,Biryani,False,False,False,27.1,3.6,49
2024-04-02,Samosa,False,False,False,32.2,0.8,117
2024-04-02,Chai,False,False,False,32.2,0.8,214
2024-04-02,Sandwich,False,False,False,32.2,0.8,112
2024-04-02,Dosa,False,False,False,32.2,0.8,61
2024-04-02,Biryani,False,False,False,32.2,0.8,51
2024-04-03,Samosa,False,False,False,20.0,4.4,130
2024-04-03,Chai,False,False,False,20.0,4.4,196
2024-04-03,Sandwich,False,False,False,20.0,4.4,81
2024-04-03,Dosa,False,False,False,20.0,4.4,82
2024-04-03,Biryani,False,False,False,20.0,4.4,25
2024-04-04,Samosa,False,False,False,27.2,0.0,142
2024-04-04,Chai,False,False,False,27.2,0.0,215
2024-04-04,Sandwich,False,False,False,27.2,0.0,93
2024-04-04,Dosa,False,False,False,27.2,0.0,79
2024-04-04,Biryani,False,False,False,27.2,0.0,48
2024-04-05,Samosa,False,False,False,32.1,6.8,118
2024-04-05,Chai,False,False,False,32.1,6.8,231
2024-04-05,Sandwich,False,False,False,32.1,6.8,76
2024-04-05,Dosa,False,False,False,32.1,6.8,64
2024-04-05,Biryani,False,False,False,32.1,6.8,42
2024-04-06,Samosa,True,False,False,26.2,0.0,112
2024-04-06,Chai,True,False,False,26.2,0.0,183
2024-04-06,Sandwich,True,False,False,26.2,0.0,58
2024-04-06,Dosa,True,False,False,26.2,0.0,42
2024-04-06,Biryani,True,False,False,26.2,0.0,23
2024-04-07,Samosa,True,False,False,29.2,0.3,104
2024-04-07,Chai,True,False,False,29.2,0.3,196
2024-04-07,Sandwich,True,False,False,29.2,0.3,77
2024-04-07,Dosa,True,False,False,29.2,0.3,48
2024-04-07,Biryani,True,False,False,29.2,0.3,24
2024-04-08,Samosa,False,False,False,23.5,0.3,124
2024-04-08,Chai,False,False,False,23.5,0.3,197
2024-04-08,Sandwich,False,False,False,23.5,0.3,111
2024-04-08,Dosa,False,False,False,23.5,0.3,70
2024-04-08,Biryani,False,False,False,23.5,0.3,41
2024-04-09,Samosa,False,False,False,25.9,2.0,125
2024-04-09,Chai,False,False,False,25.9,2.0,192
2024-04-09,Sandwich,False,False,False,25.9,2.0,88
